trade_id,price,qty,timestamp,is_buyer_maker
290500610,0.3778,770.8,1660148634129,1
290500611,0.3778,1633.9,1660148634784,1
290500612,0.3779,804.0,1660148635022,0
290500613,0.3778,2500.0,1660148636205,1
290500614,0.3779,15.4,1660148636208,0
290500615,0.3779,15.3,1660148640205,0
290500616,0.3778,26.5,1660148642516,1
290500617,0.3779,300.0,1660148643267,0
290500618,0.3778,8646.0,1660148643836,1
290500619,0.3778,10.0,1660148644058,1
290500620,0.3779,15.4,1660148644205,0
290500621,0.3779,397.2,1660148644645,0
290500622,0.3778,376.0,1660148644682,1
290500623,0.3779,548.7,1660148644800,0
290500624,0.3779,15.3,1660148648204,0
290500625,0.3779,386.2,1660148649083,0
290500626,0.3778,64911.0,1660148651360,1
290500627,0.3777,9229.2,1660148651520,1
290500628,0.3777,2646.0,1660148651635,1
290500629,0.3778,15.4,1660148652218,0
290500630,0.3777,15.9,1660148654950,1
290500631,0.3778,15.3,1660148656208,0
290500632,0.3777,1400.0,1660148658401,1
290500633,0.3777,1380.1,1660148659323,1
290500634,0.3777,484.9,1660148659929,1
290500635,0.3778,15.4,1660148660206,0
290500636,0.3777,26.5,1660148661734,1
290500637,0.3778,15.4,1660148664205,0
290500638,0.3777,35.0,1660148665946,1
290500639,0.3777,265.1,1660148667127,1
290500640,0.3778,15.3,1660148668204,0
290500641,0.3778,15.4,1660148672206,0
290500642,0.3777,26.5,1660148673068,1
290500643,0.3778,3491.4,1660148673538,0
290500644,0.3777,1859.0,1660148674496,1
290500645,0.3778,264.6,1660148674522,0
290500646,0.3777,1500.0,1660148675591,1
290500647,0.3778,15.3,1660148676203,0
290500648,0.3777,297.0,1660148676715,1
290500649,0.3778,15.4,1660148680205,0
290500650,0.3777,8166.7,1660148682650,1
290500651,0.3777,93.0,1660148683156,1
290500652,0.3778,15.3,1660148684205,0
290500653,0.3777,26.5,1660148685203,1
